,area,year,item_group,area_harvested(ha),laying(1000head),milkanimals(head),prod_popultn,producing_animals/slaughtered(head),production(tonnes),stocks(head),yield(hg/ha),yield/carcass_weight(hg/an),export_quantity,export_value(1000US$),import_quantity,import_value(1000US$),net_export,net_value(1000US$)
34,Ireland,1963,Fruit Primary,3500.0,0.0,0.0,0.0,0.0,44000.0,0.0,176667.0,0.0,3784.0,755.0,12560.0,3136.0,-8776.0,-2381.0
35,Ireland,1963,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,5593255.0,0.0,0.0,676845.0,128462.0,151016.0,25989.0,525829.0,102473.0
36,Ireland,1963,Livestock primary,0.0,4300.0,0.0,0.0,0.0,56978.0,0.0,104419.0,0.0,10733.0,14706.0,3158.0,4834.0,7575.0,9872.0
37,Ireland,1963,Livestock processed,0.0,0.0,0.0,0.0,0.0,1509836.0,0.0,0.0,0.0,48067.0,32281.0,2043.0,556.0,46024.0,31725.0
38,Ireland,1963,"Meat, Total",0.0,0.0,0.0,0.0,2296800.0,266460.0,0.0,0.0,127767.0,43483.0,28966.0,0.0,1.0,43483.0,28965.0
39,Ireland,1963,"Milk, Total",0.0,0.0,1223000.0,0.0,0.0,2461100.0,0.0,20123.0,0.0,21.0,1.0,0.0,0.0,21.0,1.0
40,Ireland,1963,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8052.0,0.0,0.0,3076.0,1463.0,3212.0,854.0,-136.0,609.0
41,Ireland,1963,"Pulses, Total",1500.0,0.0,0.0,0.0,0.0,2700.0,0.0,18000.0,0.0,293.0,554.0,1452.0,360.0,-1159.0,194.0
42,Ireland,1963,"Roots and Tubers, Total",82919.0,0.0,0.0,0.0,0.0,1969400.0,0.0,237509.0,0.0,70480.0,3966.0,730.0,42.0,69750.0,3924.0
43,Ireland,1963,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1911300.0,47895.0,0.0,0.0,251.0,15673.0,11361.0,0.0,0.0,15673.0,11361.0
44,Ireland,1963,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,3333100.0,0.0,0.0,329537.0,4651.0,392867.0,5502.0,-63330.0,-851.0
45,Ireland,1963,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,1392.0,298.0,0.0,0.0,1392.0,298.0
46,Ireland,1963,Sugar Crops Primary,35733.0,0.0,0.0,0.0,0.0,952039.0,0.0,266431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Ireland,1963,Vegetables Primary,2810.0,0.0,0.0,0.0,0.0,137400.0,0.0,1752449.0,0.0,6680.0,1535.0,8870.0,2648.0,-2190.0,-1113.0
48,Ireland,1964,Crops Primary,420250.0,0.0,0.0,0.0,0.0,2029507.0,0.0,381121.0,0.0,1142.0,69.0,185337.0,13563.0,-184195.0,-13494.0
49,Ireland,1964,Crops Processed,0.0,0.0,0.0,0.0,0.0,545776.6799999999,0.0,0.0,0.0,180383.0,19728.0,65534.0,11958.0,114849.0,7770.0
50,Ireland,1964,Fruit Primary,2500.0,0.0,0.0,0.0,0.0,34000.0,0.0,180000.0,0.0,2331.0,486.0,15718.0,3838.0,-13387.0,-3352.0
51,Ireland,1964,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,5649082.0,0.0,0.0,814169.0,166530.0,169746.0,30836.0,644423.0,135694.0
52,Ireland,1964,Livestock primary,0.0,4300.0,0.0,0.0,0.0,55650.0,0.0,102093.0,0.0,7060.0,11091.0,3145.0,4881.0,3915.0,6210.0
53,Ireland,1964,Livestock processed,0.0,0.0,0.0,0.0,0.0,1589422.0,0.0,0.0,0.0,46853.0,35264.0,3833.0,898.0,43020.0,34366.0
54,Ireland,1964,"Meat, Total",0.0,0.0,0.0,0.0,2219330.0,257542.0,0.0,0.0,138182.0,52488.0,37664.0,37.0,67.0,52451.0,37597.0
55,Ireland,1964,"Milk, Total",0.0,0.0,1275000.0,0.0,0.0,2548300.0,0.0,19987.0,0.0,3412.0,75.0,0.0,0.0,3412.0,75.0
56,Ireland,1964,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,7806.0,0.0,0.0,2926.0,1260.0,3034.0,858.0,-108.0,402.0
57,Ireland,1964,"Pulses, Total",1600.0,0.0,0.0,0.0,0.0,2500.0,0.0,15625.0,0.0,373.0,720.0,1810.0,595.0,-1437.0,125.0
58,Ireland,1964,"Roots and Tubers, Total",73773.0,0.0,0.0,0.0,0.0,1525900.0,0.0,206837.0,0.0,62560.0,3593.0,560.0,31.0,62000.0,3562.0
59,Ireland,1964,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1848700.0,46765.0,0.0,0.0,253.0,14967.0,11356.0,0.0,0.0,14967.0,11356.0
60,Ireland,1964,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,3386500.0,0.0,0.0,316361.0,5049.0,254686.0,4196.0,61675.0,853.0
61,Ireland,1964,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,6405.0,1649.0,0.0,0.0,6405.0,1649.0
62,Ireland,1964,Sugar Crops Primary,32293.0,0.0,0.0,0.0,0.0,893108.0,0.0,276564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Ireland,1964,Vegetables Primary,2760.0,0.0,0.0,0.0,0.0,144900.0,0.0,1946352.0,0.0,5240.0,1514.0,10035.0,2841.0,-4795.0,-1327.0
64,Ireland,1965,Crops Primary,403776.0,0.0,0.0,0.0,0.0,1933083.0,0.0,394934.0,0.0,189.0,12.0,439354.0,30425.0,-439165.0,-30413.0
65,Ireland,1965,Crops Processed,0.0,0.0,0.0,0.0,0.0,510685.4,0.0,0.0,0.0,178407.0,19864.0,79605.0,7731.0,98802.0,12133.0
66,Ireland,1965,Fruit Primary,2000.0,0.0,0.0,0.0,0.0,31000.0,0.0,200000.0,0.0,3167.0,648.0,17441.0,4238.0,-14274.0,-3590.0
67,Ireland,1965,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,5939161.0,0.0,0.0,615870.0,138332.0,133050.0,28831.0,482820.0,109501.0
68,Ireland,1965,Livestock primary,0.0,4300.0,0.0,0.0,0.0,56050.0,0.0,102326.0,0.0,12073.0,14803.0,2916.0,4054.0,9157.0,10749.0
69,Ireland,1965,Livestock processed,0.0,0.0,0.0,0.0,0.0,1617721.0,0.0,0.0,0.0,49935.0,36851.0,4216.0,1195.0,45719.0,35656.0
70,Ireland,1965,"Meat, Total",0.0,0.0,0.0,0.0,2493830.0,277713.0,0.0,0.0,138410.0,69995.0,51886.0,91.0,83.0,69904.0,51803.0
71,Ireland,1965,"Milk, Total",0.0,0.0,1361000.0,0.0,0.0,2637800.0,0.0,19381.0,0.0,11963.0,217.0,0.0,0.0,11963.0,217.0
72,Ireland,1965,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,9124.0,0.0,0.0,1778.0,699.0,580.0,259.0,1198.0,440.0
73,Ireland,1965,"Pulses, Total",1600.0,0.0,0.0,0.0,0.0,2600.0,0.0,16250.0,0.0,414.0,658.0,2527.0,625.0,-2113.0,33.0
74,Ireland,1965,"Roots and Tubers, Total",70546.0,0.0,0.0,0.0,0.0,1647837.0,0.0,233583.0,0.0,40330.0,2421.0,330.0,23.0,40000.0,2398.0
75,Ireland,1965,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1752400.0,44748.0,0.0,0.0,255.0,14238.0,11011.0,0.0,0.0,14238.0,11011.0
76,Ireland,1965,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,3455800.0,0.0,0.0,233600.0,3728.0,131900.0,2163.0,101700.0,1565.0
77,Ireland,1965,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,5398.0,1715.0,0.0,0.0,5398.0,1715.0
78,Ireland,1965,Sugar Crops Primary,26526.0,0.0,0.0,0.0,0.0,759372.0,0.0,286275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Ireland,1965,Vegetables Primary,2760.0,0.0,0.0,0.0,0.0,149250.0,0.0,1834813.0,0.0,4874.0,1641.0,9690.0,2732.0,-4816.0,-1091.0
80,Ireland,1966,Crops Primary,360363.0,0.0,0.0,0.0,0.0,1811723.0,0.0,442481.0,0.0,557.0,41.0,331394.0,24866.0,-330837.0,-24825.0
81,Ireland,1966,Crops Processed,0.0,0.0,0.0,0.0,0.0,504077.92,0.0,0.0,0.0,172046.0,21505.0,131494.0,8810.0,40552.0,12695.0
82,Ireland,1966,Fruit Primary,1500.0,0.0,0.0,0.0,0.0,27000.0,0.0,230000.0,0.0,2396.0,553.0,20409.0,5274.0,-18013.0,-4721.0
83,Ireland,1966,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,6278200.0,0.0,0.0,640869.0,135504.0,103936.0,19623.0,536933.0,115881.0
84,Ireland,1966,Livestock primary,0.0,4300.0,0.0,0.0,0.0,55750.0,0.0,102093.0,0.0,9127.0,11688.0,3590.0,4756.0,5537.0,6932.0
85,Ireland,1966,Livestock processed,0.0,0.0,0.0,0.0,0.0,1684560.0,0.0,0.0,0.0,56665.0,40688.0,3362.0,913.0,53303.0,39775.0
86,Ireland,1966,"Meat, Total",0.0,0.0,0.0,0.0,2437300.0,289630.0,0.0,0.0,138775.0,57437.0,41518.0,45.0,31.0,57392.0,41487.0
87,Ireland,1966,"Milk, Total",0.0,0.0,1400000.0,0.0,0.0,2716600.0,0.0,19404.0,0.0,2548.0,83.0,0.0,0.0,2548.0,83.0
88,Ireland,1966,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8971.0,0.0,0.0,2523.0,906.0,1610.0,798.0,913.0,108.0
89,Ireland,1966,"Pulses, Total",1200.0,0.0,0.0,0.0,0.0,3400.0,0.0,28333.0,0.0,634.0,1337.0,3978.0,1300.0,-3344.0,37.0
90,Ireland,1966,"Roots and Tubers, Total",67784.0,0.0,0.0,0.0,0.0,1678400.0,0.0,247610.0,0.0,49611.0,3223.0,159.0,10.0,49452.0,3213.0
91,Ireland,1966,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1943400.0,48513.0,0.0,0.0,250.0,17438.0,12810.0,0.0,0.0,17438.0,12810.0
92,Ireland,1966,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,3464000.0,0.0,0.0,181918.0,2743.0,109370.0,1659.0,72548.0,1084.0
93,Ireland,1966,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,13919.0,4175.0,0.0,0.0,13919.0,4175.0
94,Ireland,1966,Sugar Crops Primary,21650.0,0.0,0.0,0.0,0.0,704123.0,0.0,325230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Ireland,1966,Vegetables Primary,2770.0,0.0,0.0,0.0,0.0,143000.0,0.0,1970527.0,0.0,5060.0,1811.0,7314.0,2254.0,-2254.0,-443.0
96,Ireland,1967,Crops Primary,382026.0,0.0,0.0,0.0,0.0,2225500.0,0.0,493790.0,0.0,805.0,56.0,219376.0,16565.0,-218571.0,-16509.0
97,Ireland,1967,Crops Processed,0.0,0.0,0.0,0.0,0.0,552185.84,0.0,0.0,0.0,174649.0,22218.0,116939.0,7837.0,57710.0,14381.0
98,Ireland,1967,Fruit Primary,1500.0,0.0,0.0,0.0,0.0,25500.0,0.0,220000.0,0.0,2880.0,745.0,20928.0,5838.0,-18048.0,-5093.0
99,Ireland,1967,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,6280700.0,0.0,0.0,688802.0,132393.0,168713.0,26959.0,520089.0,105434.0
100,Ireland,1967,Livestock primary,0.0,4200.0,0.0,0.0,0.0,52318.0,0.0,99686.0,0.0,8795.0,8704.0,3749.0,4030.0,5046.0,4674.0
101,Ireland,1967,Livestock processed,0.0,0.0,0.0,0.0,0.0,1808722.0,0.0,0.0,0.0,67706.0,47609.0,1685.0,645.0,66021.0,46964.0
102,Ireland,1967,"Meat, Total",0.0,0.0,0.0,0.0,2541590.0,362386.0,0.0,0.0,139427.0,115373.0,78271.0,43.0,35.0,115330.0,78236.0
103,Ireland,1967,"Milk, Total",0.0,0.0,1422000.0,0.0,0.0,2951400.0,0.0,20755.0,0.0,1023.0,51.0,0.0,0.0,1023.0,51.0
104,Ireland,1967,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8562.0,0.0,0.0,1672.0,794.0,1548.0,3513.0,124.0,-2719.0
105,Ireland,1967,"Pulses, Total",1000.0,0.0,0.0,0.0,0.0,2400.0,0.0,24000.0,0.0,725.0,1544.0,3280.0,820.0,-2555.0,724.0
106,Ireland,1967,"Roots and Tubers, Total",64600.0,0.0,0.0,0.0,0.0,1747700.0,0.0,270542.0,0.0,48338.0,3063.0,385.0,25.0,47953.0,3038.0
107,Ireland,1967,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1755300.0,45418.0,0.0,0.0,259.0,13425.0,10432.0,7.0,3.0,13418.0,10429.0
108,Ireland,1967,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,3058800.0,0.0,0.0,141264.0,1898.0,143120.0,2183.0,-1856.0,-285.0
109,Ireland,1967,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,31000.0,0.0,0.0,0.0,21661.0,6416.0,0.0,0.0,21661.0,6416.0
110,Ireland,1967,Sugar Crops Primary,25859.0,0.0,0.0,0.0,0.0,956200.0,0.0,369775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Ireland,1967,Vegetables Primary,2770.0,0.0,0.0,0.0,0.0,137700.0,0.0,1949099.0,0.0,3816.0,1657.0,9043.0,2895.0,-5227.0,-1238.0
112,Ireland,1968,Crops Primary,388416.0,0.0,0.0,0.0,0.0,2543500.0,0.0,558684.0,0.0,622.0,39.0,324110.0,20888.0,-323488.0,-20849.0
113,Ireland,1968,Crops Processed,0.0,0.0,0.0,0.0,0.0,600653.8,0.0,0.0,0.0,179900.0,20348.0,81654.0,5961.0,98246.0,14387.0
114,Ireland,1968,Fruit Primary,2000.0,0.0,0.0,0.0,0.0,28000.0,0.0,193333.0,0.0,4481.0,925.0,17888.0,4195.0,-13407.0,-3270.0
115,Ireland,1968,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,6243000.0,0.0,0.0,636188.0,127100.0,150779.0,26359.0,485409.0,100741.0
116,Ireland,1968,Livestock primary,0.0,4100.0,0.0,0.0,0.0,50550.0,0.0,97927.0,0.0,9676.0,8690.0,4667.0,4239.0,5009.0,4451.0
117,Ireland,1968,Livestock processed,0.0,0.0,0.0,0.0,0.0,1956355.0,0.0,0.0,0.0,83798.0,48563.0,4610.0,917.0,79188.0,47646.0
118,Ireland,1968,"Meat, Total",0.0,0.0,0.0,0.0,2631590.0,348947.0,0.0,0.0,139172.0,100255.0,64857.0,118.0,103.0,100137.0,64754.0
119,Ireland,1968,"Milk, Total",0.0,0.0,1483000.0,0.0,0.0,3148700.0,0.0,21232.0,0.0,143.0,60.0,0.0,0.0,143.0,60.0
120,Ireland,1968,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8712.0,0.0,0.0,2262.0,752.0,903.0,380.0,1359.0,372.0
121,Ireland,1968,"Pulses, Total",700.0,0.0,0.0,0.0,0.0,2200.0,0.0,31429.0,0.0,1006.0,1697.0,4018.0,877.0,-3012.0,820.0
122,Ireland,1968,"Roots and Tubers, Total",59286.0,0.0,0.0,0.0,0.0,1624200.0,0.0,273960.0,0.0,61112.0,3116.0,7219.0,193.0,53893.0,2923.0
123,Ireland,1968,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1696800.0,44115.0,0.0,0.0,260.0,12733.0,11346.0,0.0,0.0,12733.0,11346.0
124,Ireland,1968,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2990200.0,0.0,0.0,161209.0,2266.0,166002.0,2638.0,-4793.0,-372.0
125,Ireland,1968,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,29000.0,0.0,0.0,0.0,25952.0,4620.0,0.0,0.0,25952.0,4620.0
126,Ireland,1968,Sugar Crops Primary,25940.0,0.0,0.0,0.0,0.0,1092700.0,0.0,421241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Ireland,1968,Vegetables Primary,2860.0,0.0,0.0,0.0,0.0,145800.0,0.0,2032204.0,0.0,5610.0,1707.0,8620.0,2209.0,-3010.0,-502.0
128,Ireland,1969,Crops Primary,382787.0,0.0,0.0,0.0,0.0,2319700.0,0.0,516173.0,0.0,986.0,68.0,202178.0,12030.0,-201192.0,-11962.0
129,Ireland,1969,Crops Processed,0.0,0.0,0.0,0.0,0.0,579134.28,0.0,0.0,0.0,172354.0,19691.0,75749.0,6596.0,96605.0,13095.0
130,Ireland,1969,Fruit Primary,2000.0,0.0,0.0,0.0,0.0,32200.0,0.0,206667.0,0.0,6134.0,1312.0,21070.0,5422.0,-14936.0,-4110.0
131,Ireland,1969,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,6333100.0,0.0,0.0,562453.0,121578.0,145192.0,32038.0,417261.0,89540.0
132,Ireland,1969,Livestock primary,0.0,4000.0,0.0,0.0,0.0,49618.0,0.0,99260.0,0.0,8407.0,8050.0,4866.0,4869.0,3541.0,3181.0
133,Ireland,1969,Livestock processed,0.0,0.0,0.0,0.0,0.0,1965285.0,0.0,0.0,0.0,96875.0,49759.0,6700.0,1416.0,90175.0,48343.0
134,Ireland,1969,"Meat, Total",0.0,0.0,0.0,0.0,2954390.0,375748.0,0.0,0.0,139507.0,112788.0,76490.0,263.0,208.0,112525.0,76282.0
135,Ireland,1969,"Milk, Total",0.0,0.0,1488000.0,0.0,0.0,3145000.0,0.0,21136.0,0.0,220.0,138.0,0.0,0.0,220.0,138.0
136,Ireland,1969,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8673.0,0.0,0.0,2166.0,885.0,1584.0,498.0,582.0,387.0
137,Ireland,1969,"Pulses, Total",800.0,0.0,0.0,0.0,0.0,2400.0,0.0,30000.0,0.0,1497.0,2417.0,2707.0,651.0,-1210.0,1766.0
138,Ireland,1969,"Roots and Tubers, Total",55158.0,0.0,0.0,0.0,0.0,1452600.0,0.0,263353.0,0.0,55754.0,3048.0,2382.0,52.0,53372.0,2996.0
139,Ireland,1969,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1654900.0,43671.0,0.0,0.0,264.0,11294.0,10192.0,9.0,6.0,11285.0,10186.0
140,Ireland,1969,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2851500.0,0.0,0.0,91221.0,1443.0,127167.0,2268.0,-35946.0,-825.0
141,Ireland,1969,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,38400.0,0.0,0.0,0.0,23194.0,3899.0,0.0,0.0,23194.0,3899.0
142,Ireland,1969,Sugar Crops Primary,24847.0,0.0,0.0,0.0,0.0,916500.0,0.0,368857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Ireland,1969,Vegetables Primary,3560.0,0.0,0.0,0.0,0.0,178900.0,0.0,2107845.0,0.0,5337.0,1929.0,6138.0,2077.0,-801.0,-148.0
144,Ireland,1970,Crops Primary,403066.0,0.0,0.0,0.0,0.0,2353500.0,0.0,519083.0,0.0,1258.0,88.0,200116.0,12944.0,-198858.0,-12856.0
145,Ireland,1970,Crops Processed,0.0,0.0,0.0,0.0,0.0,599928.04,0.0,0.0,0.0,175045.0,20880.0,78969.0,6696.0,96076.0,14184.0
146,Ireland,1970,Fruit Primary,1900.0,0.0,0.0,0.0,0.0,30500.0,0.0,202857.0,0.0,6000.0,1325.0,21027.0,4954.0,-15027.0,-3629.0
147,Ireland,1970,Live Animals,0.0,0.0,0.0,0.0,0.0,0.0,6475400.0,0.0,0.0,539648.0,126075.0,183120.0,40780.0,356528.0,85295.0
148,Ireland,1970,Livestock primary,0.0,4000.0,0.0,0.0,0.0,49810.0,0.0,99713.0,0.0,7968.0,7095.0,4904.0,4810.0,3064.0,2285.0
149,Ireland,1970,Livestock processed,0.0,0.0,0.0,0.0,0.0,1857416.0,0.0,0.0,0.0,113896.0,61608.0,9776.0,2263.0,104120.0,59345.0
150,Ireland,1970,"Meat, Total",0.0,0.0,0.0,0.0,3017080.0,394538.0,0.0,0.0,139561.0,128478.0,98278.0,411.0,418.0,128067.0,97860.0
151,Ireland,1970,"Milk, Total",0.0,0.0,1419000.0,0.0,0.0,3075600.0,0.0,21674.0,0.0,332.0,172.0,0.0,0.0,332.0,172.0
152,Ireland,1970,Poultry Birds,0.0,0.0,0.0,0.0,0.0,0.0,8581.0,0.0,0.0,1616.0,754.0,1032.0,547.0,584.0,207.0
153,Ireland,1970,"Pulses, Total",900.0,0.0,0.0,0.0,0.0,2500.0,0.0,27778.0,0.0,1337.0,2181.0,3445.0,996.0,-2108.0,1185.0
154,Ireland,1970,"Roots and Tubers, Total",56817.0,0.0,0.0,0.0,0.0,1468200.0,0.0,258409.0,0.0,38570.0,2212.0,291.0,16.0,38279.0,2196.0
155,Ireland,1970,Sheep and Goat Meat,0.0,0.0,0.0,0.0,1483700.0,39693.0,0.0,0.0,268.0,7932.0,7954.0,50.0,46.0,7882.0,7908.0
156,Ireland,1970,Sheep and Goats,0.0,0.0,0.0,0.0,0.0,0.0,2788200.0,0.0,0.0,67555.0,1021.0,146450.0,2673.0,-78895.0,-1652.0
157,Ireland,1970,"Skim Milk&Buttermilk,Dry",0.0,0.0,0.0,0.0,0.0,34000.0,0.0,0.0,0.0,24755.0,4825.0,0.0,0.0,24755.0,4825.0
